input,output,label,source,__text__
我想转账到我的银行卡，但系统一直显示失败。怎么办?,部分异常会触发风控复核或退汇，请在‘转账记录’查看状态；如 24 小时内未入账或退回，请联系人工协查。请确认收款人姓名与卡号一致，避免误转。,synthetic,synthetic,我想转账到我的银行卡，但系统一直显示失败。怎么办? || 部分异常会触发风控复核或退汇，请在‘转账记录’查看状态；如 24 小时内未入账或退回，请联系人工协查。请确认收款人姓名与卡号一致，避免误转。
我想转账到朋友的账户，但需要多久才能到账?,转账时效以产品条款为准，您可在‘XX银行App-账单/明细’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我想转账到朋友的账户，但需要多久才能到账? || 转账时效以产品条款为准，您可在‘XX银行App-账单/明细’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我想转账到朋友的银行卡，但App提示人脸识别失败，怎么解决？,"请在光线充足环境下正对摄像头，清除摄像头污渍并关闭强美颜/滤镜后重试；仍失败可在""我的-安全中心-人工核验""提交资料，或携带身份证至网点协助处理。",synthetic,synthetic,"我想转账到朋友的银行卡，但App提示人脸识别失败，怎么解决？ || 请在光线充足环境下正对摄像头，清除摄像头污渍并关闭强美颜/滤镜后重试；仍失败可在""我的-安全中心-人工核验""提交资料，或携带身份证至网点协助处理。"
我想转账，但转账失败了，怎么办?,部分异常会触发风控复核或退汇，请在‘转账记录’查看状态；如24小时内未入账或退回，请联系人工协查。请确认收款人姓名与卡号一致，避免误转。,synthetic,synthetic,我想转账，但转账失败了，怎么办? || 部分异常会触发风控复核或退汇，请在‘转账记录’查看状态；如24小时内未入账或退回，请联系人工协查。请确认收款人姓名与卡号一致，避免误转。
我想问一下信用卡额度是多少?,您可以在 'XX银行App-额度管理' 页面查看您的当前额度，或拨打955xx热线咨询。,synthetic,synthetic,我想问一下信用卡额度是多少? || 您可以在 'XX银行App-额度管理' 页面查看您的当前额度，或拨打955xx热线咨询。
我想问一下关于银行卡的额度限制?,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我想问一下关于银行卡的额度限制? || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我想问一下如何查询我的账户余额?,请在 XX 银行 App 的 '账户管理' 页面查看您的当前账户余额，或拨打 955xx 热线咨询,synthetic,synthetic,我想问一下如何查询我的账户余额? || 请在 XX 银行 App 的 '账户管理' 页面查看您的当前账户余额，或拨打 955xx 热线咨询
我想问一下存款利率是什么?,存款利率可能随时点政策与产品而变动，请以网点公告或 App‘存款-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。,synthetic,synthetic,我想问一下存款利率是什么? || 存款利率可能随时点政策与产品而变动，请以网点公告或 App‘存款-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。
我想问一下存款利率是多少?,存款利率可能随时点政策与产品而变动，请以网点公告或 App‘存款-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。,synthetic,synthetic,我想问一下存款利率是多少? || 存款利率可能随时点政策与产品而变动，请以网点公告或 App‘存款-产品详情-利率说明’为准。若需大额存单或专项产品，请咨询人工了解当前政策。
我想问一下我的账户余额是多少?,您可以在 'XX银行App-账单/明细' 页面按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。,synthetic,synthetic,我想问一下我的账户余额是多少? || 您可以在 'XX银行App-账单/明细' 页面按月份查询，或导出对账单；如需发票/凭证，可在明细页申请。
我想问一下我的银行卡号被盗了?,请第一时间联系人工热线（955xx），并根据页面指引提交报案申请。尽快锁定卡号以防止未知交易。,synthetic,synthetic,我想问一下我的银行卡号被盗了? || 请第一时间联系人工热线（955xx），并根据页面指引提交报案申请。尽快锁定卡号以防止未知交易。
我想问一下我的银行卡密码是多少?,为了保护您的隐私，我们不会泄露或查询您的银行卡密码。如需帮助，请联系客服热线或前往网点咨询，以便我们为您提供有关银行卡管理的相关信息和指导。,synthetic,synthetic,我想问一下我的银行卡密码是多少? || 为了保护您的隐私，我们不会泄露或查询您的银行卡密码。如需帮助，请联系客服热线或前往网点咨询，以便我们为您提供有关银行卡管理的相关信息和指导。
我想问一下我的银行卡的额度?,您可在‘我的-额度管理’页面查看您的当前额度，或拨打955xx热线咨询。,synthetic,synthetic,我想问一下我的银行卡的额度? || 您可在‘我的-额度管理’页面查看您的当前额度，或拨打955xx热线咨询。
我想问一下最近几个月内银行卡发生了什么变化?,您可以在 'XX银行App-账户管理' 页面查看当前余额和交易记录，或者通过电话热线 955xx 咨询工作人员,synthetic,synthetic,我想问一下最近几个月内银行卡发生了什么变化? || 您可以在 'XX银行App-账户管理' 页面查看当前余额和交易记录，或者通过电话热线 955xx 咨询工作人员
我想问一下理财产品的赎回规则是什么?,您可在 'XX银行App-理财-持有中-产品详情' 页面查看当前产品的赎回规则与费用说明；不同产品可能存在 T+N 到账或赎回费，具体以页面显示为准。,synthetic,synthetic,我想问一下理财产品的赎回规则是什么? || 您可在 'XX银行App-理财-持有中-产品详情' 页面查看当前产品的赎回规则与费用说明；不同产品可能存在 T+N 到账或赎回费，具体以页面显示为准。
我想问一下账户管理费是多少?,"费用以产品或服务条款为准，您可在""我的-费用与权益/消息服务""查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。",synthetic,synthetic,"我想问一下账户管理费是多少? || 费用以产品或服务条款为准，您可在""我的-费用与权益/消息服务""查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。"
我想问一下银行卡的余额是多少?,您可以在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。,synthetic,synthetic,我想问一下银行卡的余额是多少? || 您可以在'账户管理-账户明细'页面查看您的当前余额，或拨打955xx热线咨询。
我想问一下，你们的短信服务费有多少？,费用以产品或服务条款为准，您可在‘我的-费用与权益/消息服务’查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。,synthetic,synthetic,我想问一下，你们的短信服务费有多少？ || 费用以产品或服务条款为准，您可在‘我的-费用与权益/消息服务’查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。
我想问一下，如何查询我的银行卡账户?,您可以在‘XX银行App-账户管理’页面查阅您的账户信息，或拨打955xx客服电话咨询。,synthetic,synthetic,我想问一下，如何查询我的银行卡账户? || 您可以在‘XX银行App-账户管理’页面查阅您的账户信息，或拨打955xx客服电话咨询。
我想问一下，账户管理费收取的标准是什么？,费用以产品或服务条款为准，您可在‘我的-费用与权益/消息服务’页面查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。,synthetic,synthetic,我想问一下，账户管理费收取的标准是什么？ || 费用以产品或服务条款为准，您可在‘我的-费用与权益/消息服务’页面查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。
我想问一下，银行卡的安全性怎么样？,我们银行严格遵守各项安全规定，确保您的银行卡信息和资金安全。如有任何疑虑，请联系我们的客服人员，我们会竭诚为您服务。,synthetic,synthetic,我想问一下，银行卡的安全性怎么样？ || 我们银行严格遵守各项安全规定，确保您的银行卡信息和资金安全。如有任何疑虑，请联系我们的客服人员，我们会竭诚为您服务。
我想问一下，银行卡的密码是怎么设置的？,您可以在‘我的-账户管理-安全设置’页面查看如何修改密码或重置登录凭证。,synthetic,synthetic,我想问一下，银行卡的密码是怎么设置的？ || 您可以在‘我的-账户管理-安全设置’页面查看如何修改密码或重置登录凭证。
我想问一下，银行卡的额度限制是多少?,您可以在‘我的-账户管理-额度管理’页面查看当前额度与申请调整方式。,synthetic,synthetic,我想问一下，银行卡的额度限制是多少? || 您可以在‘我的-账户管理-额度管理’页面查看当前额度与申请调整方式。
我想问一下，银行的工作时间是几点到几点?,我们的工作时间是9:00-18:00，如果您有紧急事项，请联系人工客服热线955xx,synthetic,synthetic,我想问一下，银行的工作时间是几点到几点? || 我们的工作时间是9:00-18:00，如果您有紧急事项，请联系人工客服热线955xx
我想问一下，银行的工作时间是几点到几点？,我们的工作时间是9:00-18:00，如果您有紧急事项，请联系人工客服热线955xx,synthetic,synthetic,我想问一下，银行的工作时间是几点到几点？ || 我们的工作时间是9:00-18:00，如果您有紧急事项，请联系人工客服热线955xx
我最近的存款利率能查一下吗？,"存款利率可能随时点政策与产品而变动，请以网点公告或 App ""存款-产品详情-利率说明""为准。若需大额存单或专项产品，请咨询人工了解当前政策。",synthetic,synthetic,"我最近的存款利率能查一下吗？ || 存款利率可能随时点政策与产品而变动，请以网点公告或 App ""存款-产品详情-利率说明""为准。若需大额存单或专项产品，请咨询人工了解当前政策。"
我的卡余额不足，不能转账。,如需充值，首先清空余额、取消代扣与绑订业务后，再申请新款银行卡；如仍无法完成请联系客服热线获取解决方案。,synthetic,synthetic,我的卡余额不足，不能转账。 || 如需充值，首先清空余额、取消代扣与绑订业务后，再申请新款银行卡；如仍无法完成请联系客服热线获取解决方案。
我的卡片有没有额度限制?,个人年度购汇额度受监管政策限制，请在“外汇-购汇”页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我的卡片有没有额度限制? || 个人年度购汇额度受监管政策限制，请在“外汇-购汇”页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我的卡被盗了，如何保护自己?,请第一时间联系人工热线 (955xx)，并根据页面指引提交报案申请。尽快锁定卡号以防止未知交易。,synthetic,synthetic,我的卡被盗了，如何保护自己? || 请第一时间联系人工热线 (955xx)，并根据页面指引提交报案申请。尽快锁定卡号以防止未知交易。
我的卡被盗了，怎么办?,请第一时间联系人工热线选择对应按键处理，避免损失更多。,synthetic,synthetic,我的卡被盗了，怎么办? || 请第一时间联系人工热线选择对应按键处理，避免损失更多。
我的卡被盗了，怎么办？,请立即联系客服热线，我们会帮助您申请冻结原始卡号并更换新卡，以防止非法使用。,synthetic,synthetic,我的卡被盗了，怎么办？ || 请立即联系客服热线，我们会帮助您申请冻结原始卡号并更换新卡，以防止非法使用。
我的卡被盗了，钱全没了，我想找回我卡上的钱。,你可以联系我们的客服中心，或者直接致电热线，选择'报告卡丢失或被盗'项，并提供相关信息，我们会帮助你处理,synthetic,synthetic,我的卡被盗了，钱全没了，我想找回我卡上的钱。 || 你可以联系我们的客服中心，或者直接致电热线，选择'报告卡丢失或被盗'项，并提供相关信息，我们会帮助你处理
我的卡被盗刷了，怎么办？,请第一时间联系银行热线955xx，说明情况并提供相关证据。,synthetic,synthetic,我的卡被盗刷了，怎么办？ || 请第一时间联系银行热线955xx，说明情况并提供相关证据。
我的账户里有哪些业务?,您可以在 'XX银行App-我的' 页面查看当前的业务，包括但不限于储蓄卡、信用卡、理财产品等。,synthetic,synthetic,我的账户里有哪些业务? || 您可以在 'XX银行App-我的' 页面查看当前的业务，包括但不限于储蓄卡、信用卡、理财产品等。
我的银行卡余额是多少?,您可以在 'XX银行App-账户管理' 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员。,synthetic,synthetic,我的银行卡余额是多少? || 您可以在 'XX银行App-账户管理' 页面查看当前余额，或者通过电话热线 955xx 咨询工作人员。
我的银行卡密码忘记了，怎么办？,请立即联系客服热线，我们会帮助您申请更换新密码，并进行身份验证，以防止非法使用。,synthetic,synthetic,我的银行卡密码忘记了，怎么办？ || 请立即联系客服热线，我们会帮助您申请更换新密码，并进行身份验证，以防止非法使用。
我的银行卡有没有额度限制?,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我的银行卡有没有额度限制? || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我的银行卡的密码怎么重置?,您可以通过'XX银行App-账户管理'页面点击忘记密码，系统会向您的手机或邮箱发送验证码，您需要输入验证码后即可重置密码。,synthetic,synthetic,我的银行卡的密码怎么重置? || 您可以通过'XX银行App-账户管理'页面点击忘记密码，系统会向您的手机或邮箱发送验证码，您需要输入验证码后即可重置密码。
我的银行卡被盗了，怎么办?,请第一时间联系银行热线955xx，说明情况并提供相关证据。,synthetic,synthetic,我的银行卡被盗了，怎么办? || 请第一时间联系银行热线955xx，说明情况并提供相关证据。
我的银行卡被盗了，怎么办？,请联系我们的热线 955xx 报案，并提供身份证和被盗卡号，帮助我们尽快恢复安全,synthetic,synthetic,我的银行卡被盗了，怎么办？ || 请联系我们的热线 955xx 报案，并提供身份证和被盗卡号，帮助我们尽快恢复安全
我的银行卡被盗刷了，怎么办？,请第一时间联系银行热线955xx，说明情况并提供相关证据。,synthetic,synthetic,我的银行卡被盗刷了，怎么办？ || 请第一时间联系银行热线955xx，说明情况并提供相关证据。
我的银行卡遭到盗刷，怎么办？,立即联系人工热线 955xx 处理挂失/盗刷事项,synthetic,synthetic,我的银行卡遭到盗刷，怎么办？ || 立即联系人工热线 955xx 处理挂失/盗刷事项
我要换取人民币，需要准备什么材料？,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我要换取人民币，需要准备什么材料？ || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我要换美元，能不能告诉我有没有额度限制?,个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。,synthetic,synthetic,我要换美元，能不能告诉我有没有额度限制? || 个人年度购汇额度受监管政策限制，请在‘外汇-购汇’页面查看剩余额度与用途要求；如涉及留学/就医等专项用途，请准备对应材料，必要时联系人工咨询。
我要查询我的账户余额有多少?,您可以在‘我的-账户管理-账户明细’页面查看当前余额信息。,synthetic,synthetic,我要查询我的账户余额有多少? || 您可以在‘我的-账户管理-账户明细’页面查看当前余额信息。
我要知道我的卡号是多少?,您可以在‘我的–账户信息’中查看您的卡号。,synthetic,synthetic,我要知道我的卡号是多少? || 您可以在‘我的–账户信息’中查看您的卡号。
我要通过微信转账到我的银行卡,您可以登录 'XX银行App-转账' 页面，选择 '微信支付'方式，并输入金额及收款人信息完成转账。,synthetic,synthetic,我要通过微信转账到我的银行卡 || 您可以登录 'XX银行App-转账' 页面，选择 '微信支付'方式，并输入金额及收款人信息完成转账。
我银行卡被盗刷了，需要怎么办?,请第一时间联系人工，提供相关证据和信息，我们会为您处理并恢复您的账户安全。,synthetic,synthetic,我银行卡被盗刷了，需要怎么办? || 请第一时间联系人工，提供相关证据和信息，我们会为您处理并恢复您的账户安全。
我需要报告一些短信服务费/账户管理费了，我怎么操作？,费用以产品或服务条款为准，您可在“我的-费用与权益/消息服务”查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。,synthetic,synthetic,我需要报告一些短信服务费/账户管理费了，我怎么操作？ || 费用以产品或服务条款为准，您可在“我的-费用与权益/消息服务”查看当前收费项目与退订方式；如对费用有异议，请联系人工核实账期与条件。
我需要联系人工客服，但是我不清楚热线电话号码。,请在 App 底部 '客服中心' 输入 '人工客服' 或拨打 955xx，工作时间 9:00-18:00 接入更快；如遇挂失/盗刷等紧急事项，请直接致电热线选择对应按键。,synthetic,synthetic,我需要联系人工客服，但是我不清楚热线电话号码。 || 请在 App 底部 '客服中心' 输入 '人工客服' 或拨打 955xx，工作时间 9:00-18:00 接入更快；如遇挂失/盗刷等紧急事项，请直接致电热线选择对应按键。
我需要转出金额到我的卡账户,请在 'XX银行App-产品详情' 页面查看赎回规则和费用说明，确保您有足够的余额并且了解相关费用，之后按照页面指引进行操作。,synthetic,synthetic,我需要转出金额到我的卡账户 || 请在 'XX银行App-产品详情' 页面查看赎回规则和费用说明，确保您有足够的余额并且了解相关费用，之后按照页面指引进行操作。
银行卡丢失怎么办?,请第一时间前往网点办理挂失手续，并联系人工客服协助处理,synthetic,synthetic,银行卡丢失怎么办? || 请第一时间前往网点办理挂失手续，并联系人工客服协助处理
银行卡交易中有多笔消费未打印账单，需在网上查询明细并处理异常交易。,您可以通过 XX 银行 App-账单/明细页面中按月份查询您的账务，或者通过导出对账单进行查看。若发现异常交易，请第一时间联系人工协助处理,synthetic,synthetic,银行卡交易中有多笔消费未打印账单，需在网上查询明细并处理异常交易。 || 您可以通过 XX 银行 App-账单/明细页面中按月份查询您的账务，或者通过导出对账单进行查看。若发现异常交易，请第一时间联系人工协助处理
银行卡安全密码忘记了怎么办?,你可以尝试通过'XX银行App-安全管理'页面找回密码，或拨打955xx热线咨询，工作时间9:00-18:00接入更快。,synthetic,synthetic,银行卡安全密码忘记了怎么办? || 你可以尝试通过'XX银行App-安全管理'页面找回密码，或拨打955xx热线咨询，工作时间9:00-18:00接入更快。
银行卡账户信息查询,您可以在'XX银行App-账户管理'页面查阅您的账户信息，或拨打955xx客服电话咨询。,synthetic,synthetic,银行卡账户信息查询 || 您可以在'XX银行App-账户管理'页面查阅您的账户信息，或拨打955xx客服电话咨询。
